category_code,category_label,parent_code,text
1D3,Navigation / Flight Management / Autoland,1D0,"Navigation / Flight Management / Autoland - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Navigation and flight management systems are required to optimise the efficiency of operating aircraft in the ever more densely populated airspace. The objective is for full and permanent automatic approach and landing in all weathers. _x000D_
_x000D_
Links with SSS - 'Surveillance Sensor Systems'._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 403)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. RF-based aircraft navigation and guidance systems (e.g. VOR, ILS, MLS, LORAN, TACAN, ADF, DME, NDB)_x000D_
_x000D_
2. Satellite-based aircraft navigation and guidance systems (e.g. GPS, differential GPS, GLONASS)_x000D_
_x000D_
3. Inertial navigation systems_x000D_
_x000D_
4. Digital altitude control systems (radar altimeters etc)_x000D_
_x000D_
5. System interfaces, data flows and analysis. 3D FMS 4D FMS, flight database_x000D_
_x000D_
6. Inspection, adjustment, performance testing, malfunction analysis and corrective_x000D_
_x000D_
7. Automatic landing systems. autoland, low visibility approach and landing, precision approach, tactical decision tools_x000D_
_x000D_
8. Enhanced vision systems, pattern recognition and data fusion_x000D_
_x000D_
9. Synthetic 3D vision with terrain and obstacle information and visualisation, automatic warnings to crew if flight path intersects with terrain"
1D13,Aircraft health and usage monitoring system,1D0,"Aircraft health and usage monitoring system - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Research and technology associated with a network of sensors tasked with monitoring the health, usage, fatigue and performance of various aircraft systems and sub-systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 413)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Application of prognostic health management to improve condition-based maintenance_x000D_
_x000D_
2. HUMS sensors. characteristics, interfaces, management, scheduling and self-monitoring_x000D_
_x000D_
3. Data management. storage, archiving, retrieval, analysis_x000D_
_x000D_
4. Integration of diagnostic and prognostic systems"
1D1,Avionics,1D0,"Avionics - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Contains all sub-domains relating to avionics, cockpit and ATM-related aircraft systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 401) - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Cockpit Automation: Cockpit, Cockpit systems, Avionics, GPWS, Cockpit displays, EFIS, Glass cockpit, CMU, ATSU, Communications display, enhanced vision systems, CPDLC display, ACARS interface._x000D_
_x000D_
Comments: on board avionics systems, pilot HMI, validation of sub systems. Includes GPWS, EFIS, enhanced vision systems, communications displays, radios and airborne radar displays._x000D_
_x000D_
2. Airborne Separation Assurance System: Airborne Situation Awareness System, Airborne Separation Assurance System, ASAS Human Machine Interface / procedures, CDTI. _x000D_
_x000D_
Comments: Airborne situation awareness systems, Airborne Separation Assurance Systems, automation of these systems, validation of subsystems. ASAS Human Machine Interface / procedures. Systems for autonomous aircraft operations and to support delegation of separation responsibility._x000D_
_x000D_
3. ACAS Automation and Use: TCAS, ACAS, Airborne Collision Avoidance System._x000D_
_x000D_
Comments: Airborne collision avoidance systems, automation of these systems, validation of subsystems._x000D_
_x000D_
Includes studies of the operation and use of TCAS, ACAS and their impact on the ATM system._x000D_
_x000D_
4. Flight Management Systems: Flight Management Systems, FMS, 3DFMS, 4DFMS, Flight Database._x000D_
_x000D_
Comments: flight management databases, safety and validation of FMS in relation to the ATM environment."
1D4,Warning System,1D0,"Warning System - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
To reduce the risk of aircraft colliding with each other, or by undertaking Controlled Flight Into Terrain (CFIT), aircraft are fitted with an array of collision warning systems. Note that human aspects of responses to warning system alerts are dealt with in the Human Factors research and technology area, and fire protection warning systems are dealt with later in this Area._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 404)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Sensors. ground collision avoidance (GPWS)_x000D_
_x000D_
2. Sensors. airborne collision avoidance systems (ACAS)_x000D_
_x000D_
3. Alerting systems (audio, warning lights, displays. map view, profile view, 3D perspective view)_x000D_
_x000D_
4. Integrated terrain awareness and warning systems_x000D_
_x000D_
5. Turbulence warning. windshear, wake vortex, clear air turbulence_x000D_
_x000D_
6. Ground and airborne detection of meteorological icing conditions_x000D_
_x000D_
7. Integration of airborne detection with atmospheric data received from outside the aircraft for real-time crew information and for transmission to other users_x000D_
_x000D_
8. False alarm reduction"
1D0,"Aircraft Avionics, Systems & Equipments",,"Aircraft Avionics, Systems & Equipments - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It comprises all the technologies related with aircraft electronic equipments (avionics including integration, cockpit, flight management, sensors, communications, etc…), optronics, health and usage monitoring, smart maintenance and aircraft security as well as the technologies for electrical and hydraulic  power generation and distribution, fuel systems and landing gear and braking systems. It also includes different service systems (passenger and freight, lighting, environmental control, water and waste and fire protection ones)._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Area 4 & PAE own definition) _x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1-D-1. Avionics_x000D_
_x000D_
1-D-2. Cockpit Systems, Visualization & Display Systems _x000D_
_x000D_
1-D-3. Navigation / Flight Management / Autoland _x000D_
_x000D_
1-D-4. Warning Systems _x000D_
_x000D_
1-D-5. Electronics & Microelectronics for on-board systems _x000D_
_x000D_
1-D-6. Sensors integration _x000D_
_x000D_
1-D-7. Flight Data / Flight Recording _x000D_
_x000D_
1-D-8. Communications Systems _x000D_
_x000D_
1-D-9. Identification _x000D_
_x000D_
1-D-10. Avionics Integration _x000D_
_x000D_
1-D-11. Optics - Optronics - Lasers - Image processing and data fusion _x000D_
_x000D_
1-D-12. Electronic Library System _x000D_
_x000D_
1-D-13. Aircraft health and usage monitoring system _x000D_
_x000D_
1-D-14. Smart maintenance systems _x000D_
_x000D_
1-D-15. Lighting systems _x000D_
_x000D_
1-D-16. Aircraft Security _x000D_
_x000D_
1-D-17. Mission Sensors & Equipments_x000D_
_x000D_
1-D-18. Pneumatic systems _x000D_
_x000D_
1-D-19. Hydraulic power generation & distribution _x000D_
_x000D_
1-D-20. Passenger and freight systems _x000D_
_x000D_
1-D-21. Environmental control systems _x000D_
_x000D_
1-D-22. Water and waste systems _x000D_
_x000D_
1-D-23. Fuel systems _x000D_
_x000D_
1-D-24. Landing gear and braking systems _x000D_
_x000D_
1-D-25. Fire Protection Systems "
1D12,Electronic Library System,1D0,"Electronic Library System - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Research and technology associated with the collection and presentation of technical and operational material relating to aircraft, in a digital form which can be accessed by flight crews and maintenance staff through computers, either networked or stand-alone._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 412)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Collection and digitisation of data_x000D_
_x000D_
2. Data management_x000D_
_x000D_
3. Data display (laptops, PDAs, tablet/slate PCs)_x000D_
_x000D_
4. System characteristics (e.g. physical robustness to harsh operating environment)_x000D_
_x000D_
5. Connectivity and ground infrastructure issues_x000D_
_x000D_
6. IT associated tools (e.g. virtual reality) for enhanced maintenance support"
1D10,Avionics Integration,1D0,"Avionics Integration - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
With the increasing complexity of aircraft avionics, their integration into an effective system is required._x000D_
_x000D_
Evaluation of the interactions between each sub-system is required. This includes electronic flight instrument systems, flight  management, air data, attitude reference and power distribution systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 410)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Functional verification_x000D_
_x000D_
2. Integration testing_x000D_
_x000D_
3. Maintenance of integrated avionics system_x000D_
_x000D_
4. Operational characteristics of integrated avionics systems"
1D9,Identification,1D0,"Identification - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
ATM systems require accurate and timely knowledge of the location and identification off all aircraft within their airspace. _x000D_
_x000D_
Close links to ATM area._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 409)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. IFF transponders (selective integration, Mode S, Mode S  subnetwork, Mode S SARPS, Mode 5)_x000D_
_x000D_
2. Non-co-operative identification (JEM etc)"
1D8,Communications Systems,1D0,"Communications Systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Covers communications between aircraft and the ground, as well as communications on-board the aircraft._x000D_
_x000D_
Links with 1-G-4 - 'Communications and Systems Technology'._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 408)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Radio communication systems (HF, VHF, UHF, AM/FM), analogue and digital_x000D_
_x000D_
2. Integration of communications systems_x000D_
_x000D_
3. Communications systems architecture (including routers, WANs and gateways)_x000D_
_x000D_
4. Reductions in power requirements, weight reduction_x000D_
_x000D_
5. Communication systems components. waveguides, antennas_x000D_
_x000D_
6. Data transmission. datalinks (VHF datalink, air-air datalink, broadcast datalink), telemetry, ACARS_x000D_
_x000D_
7. On-board intercom systems_x000D_
_x000D_
8. Satellite communications. voice, datalinks, communications integration"
1D14,Smart maintenance systems,1D0,"Smart maintenance systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Complex systems comprising electronic, electro-mechanical and hydraulic sub-systems must be engineered with ease of maintenance as a design goal. In a fielded system, effective preventive maintenance achieved through online system health monitoring, damage detection and smart diagnostics and repair strategies will_x000D_
_x000D_
yield significant saving in the total life cycle costs, by improving the systems' reliability, maintainability and availability._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 414)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Autonomous logistics. anticipatory maintenance and repair_x000D_
_x000D_
2. Provisions of information to maintenance staff_x000D_
_x000D_
3. Reductions in logistics and maintenance support requirements_x000D_
_x000D_
4. Automated logging of system and sub-system performance_x000D_
_x000D_
5. System interfaces and architectures_x000D_
_x000D_
6. Self-healing and self-repairing systems and materials_x000D_
_x000D_
7. Maintenance monitoring systems_x000D_
_x000D_
8. Failure tolerant systems_x000D_
_x000D_
9. Computer-based maintenance support and training, methods and materials"
